Variable Name;.;.;.;Fiscal income  | tax unit | Average | Adults | constant 2015 local currency;Fiscal income  | individuals | Threshold | Adults | constant 2015 local currency;Fiscal income  | individuals | Total | All Ages | constant 2015 local currency;Fiscal income  | individuals | Share | Adults | share of total (ratio);Pre-tax national income  | individuals | Share | Adults | share of total (ratio)
Variable Category;.;.;.;Income inequality;Income inequality;Income inequality;Income inequality;Income inequality
Variable Description;.;.;.;Average Fiscal income within a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Fiscal income threshold value at a given percentile.  Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Total Fiscal income  within a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals of all ages.;Fiscal income share held by a given percentile group. Fiscal income is defined as the sum of all income items reported on income tax returns, before any deduction. It includes labour income, capital income and mixed income. The concept of fiscal income varies with national tax legislations, so in order to make international comparisons it is preferable to use the concept of national income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.;Pre-tax national income share held by a given percentile group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
Variable Decomposition;.;.;.;[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];[Fiscal income ]=[Fiscal labour income ]+[Fiscal capital income ];Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking]
Variable Unit;.;.;.;"TZS; Tanzanian shilling | local currency | market";"TZS; Tanzanian shilling | local currency | market";"TZS; Tanzanian shilling | local currency | market";share;share
Methodological Notes;.;.;.;Excludes capital gains.;Excludes capital gains.;Excludes capital gains.;Excludes capital gains.;Fiscal income rescaled to match the macroeconomic aggregates.
Sources;.;.;.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;Atkinson, Anthony B. (2015). Top Incomes in East Africa before and after independence. The World Wealth and Income Database WP 2/2015.;WID.world computations using fiscal and net national income.
Variable Code;country;year;perc;afiinc992t;tfiinc992i;mfiinc999i;sfiinc992i;sptinc992i
;TZ;1954;p99.95p100;;64694184.0;;0.04114848;0.04114848
;TZ;1953;p0p100;1277546.75;;3.59679472435e+12;;
;TZ;1953;p99.9p100;;46682784.0;;0.0696952194;0.0696952194
;TZ;1953;p99.9p99.95;;46682784.0;;0.0209398642;0.0209398642
;TZ;1953;p99.75p100;;;;0.1121315882;0.1121315882
;TZ;1953;p99.95p100;;62193144.0;;0.0487553589;0.0487553589
;TZ;1952;p0p100;1277780.75;;3.50675350323e+12;;
;TZ;1952;p99.9p100;;46304468.0;;0.0847047195;0.0847047195
;TZ;1952;p99.9p99.95;;46304468.0;;0.0210011415;0.0210011415
;TZ;1952;p99.75p100;;;;0.1261478662;0.1261478662
;TZ;1952;p99.95p100;;63401080.0;;0.0637035742;0.0637035742
;TZ;1951;p0p100;1210945.625;;3.24089885491e+12;;
;TZ;1951;p99.9p100;;48194636.0;;0.0937557518;0.0937557518
;TZ;1951;p99.9p99.95;;48194636.0;;0.023242766;0.023242766
;TZ;1951;p99.75p100;;;;0.1392375827;0.1392375827
;TZ;1951;p99.95p100;;67275312.0;;0.0705129877;0.0705129877
;TZ;1950;p0p100;1194189.875;;3.11808701235e+12;;
;TZ;1950;p99.9p100;;45827356.0;;0.0857050568;0.0857050568
;TZ;1950;p99.9p99.95;;45827356.0;;0.0222027842;0.0222027842
;TZ;1950;p99.75p100;;;;0.1292863935;0.1292863935
;TZ;1950;p99.95p100;;63202788.0;;0.063502267;0.063502267
